,YBR126C,YCR005C,YDL055C,YDR002W,YDR304C,YDR382W,YDR427W,YDR533C,YEL071W,YFR010W,YGL255W,YGR175C,YGR205W,YHR174W,YIL133C,YJL012C,YKL013C,YKL145W,YKL181W,YLR133W,YLR216C,YLR292C,YLR351C,YML085C,YML092C,YMR031C,YMR131C,YMR215W,YMR307W,YNL209W,YNL216W,YNL255C,YNL312W,YOR204W,YOR259C,YOR362C,YPL262W,YPR024W,YPR036W,YPR069C
YOL113W,7.1377018894905975,4.212931888766748,8.529391332301762,6.483393093213672,6.169746723127798,8.371740436366572,4.510560466674543,5.966606968483723,8.191620551513388,4.43670642115103,5.016549949095861,5.475232862637366,4.360143727804432,10.413335076893214,7.541827298867732,5.105700631709107,4.955940482224492,6.0771942451946535,3.908673717234488,4.592701676426123,4.732383196242555,4.789754959081217,6.096177431940905,6.9873917189622095,5.508948877684948,4.7963055948752364,4.481053869155253,4.407073597259688,7.194391670698812,8.214776303345028,4.3051716980899455,3.7791318732118655,5.022255115614449,6.467837243954485,4.804369925967869,5.727970711634892,7.021285395655644,4.310526467715105,6.216378070796606,7.653582332522967
YOL128C,7.011398818012657,4.717854821846334,8.166334545316559,6.311608448146933,5.819239137962217,8.610040947382151,4.420224420596542,6.1384762007877,8.1345828456172,4.258523228869161,4.913509477016551,5.2876168463106215,4.203233951889017,10.599141628318954,7.696621841824395,5.570162988937309,4.876997802064264,6.092465212453204,3.7664208217352613,4.5658500405638325,5.21519376396926,4.8718923349502194,6.239010552629862,6.954508373498548,5.428456750820147,4.609463988493434,4.352087589340725,4.7775945577015495,7.432603115597358,8.058921260998469,4.492704646764269,3.6195182399032895,5.374048802421149,6.523824518875947,4.477829778989162,5.890072507522624,7.019508428752087,4.2378376764006855,6.481353872852532,7.540217593107798
YOR061W,6.898853464814524,3.436647492923364,8.350660256588219,6.1300170806935785,5.51016102716404,8.609447133891921,4.8328833807006415,6.647409225568391,7.974271091476289,2.7563443084436168,6.0101760975518825,5.606061509026611,3.9307014900592967,9.865551236359043,7.684245104413602,4.734461098225118,4.7859229287504,5.737908405204912,3.83771865368237,4.784768490995068,4.9886387684750995,4.438765848201998,5.8227091628190175,6.433275800836882,5.143549172662105,4.557799922035144,4.273757009734362,4.581624939148226,7.316639542382494,8.424729409512311,3.941151659222092,3.694034863195773,5.0424134267685385,6.295899769019494,4.670014777961813,6.0372031580399925,7.075697037837348,4.838540328227868,6.1503909888693835,7.020107216293956
YOR231W,6.6679495926128105,4.872349504385444,8.398834400014325,7.14131599524274,6.2671344604580135,7.970899980008925,5.515467656550936,5.608378735632192,8.460609423921367,3.495417022298308,6.167276121135093,6.477010073488278,3.971905078562495,11.172459473398797,6.516435622916508,4.461782466342077,5.400195469141361,6.597940060431008,4.367185986944444,4.2261979726665135,5.368990202733584,5.8375553024782025,6.29730066022954,6.859791657625222,5.516136487511638,5.163430702293329,4.464747264180232,3.0434941791730465,6.882366884740232,9.189905060375516,4.990346260855187,4.384680401887636,5.741028243963765,6.232844084274187,5.171098054944786,4.718085034613124,7.031585185115971,4.211499252245827,6.543794688430697,7.731227214957602
YOR233W,6.018577064677763,5.311104859979689,8.228709913510883,7.129993330883117,7.008263126295117,8.800028705360539,4.6586684120025526,5.985411558655603,8.063314294299808,3.5994455393119966,5.27840680160052,5.672345269511283,4.061748324897808,11.125835652475297,6.832138485595998,5.646496295331647,5.648263913131374,6.542263336562692,4.66372501723812,3.3902273164701535,4.236862097839461,5.402910673900634,5.9865077130131485,6.904376377044102,5.597994086269195,4.9125073053818085,4.8773602420880415,3.887218693671087,6.763092349334231,8.496736105686418,4.499587245782405,4.290076829871468,5.236138906786256,5.2813343704800335,5.376223594613295,5.246350379413025,6.789105147081168,4.362225352960598,6.442663447278974,7.7201112728814785
YOR267C,6.642704748040277,4.3728239340632715,8.438474519222822,6.328665480555518,6.042272803634175,8.85289199936043,4.883275514996127,6.250473239583098,8.610613671048057,3.135096519347435,5.337414739116877,5.694914788543185,4.3469518411562245,10.094527264753538,7.743901537115735,5.120085129914811,4.8193287061196255,6.0155886865794805,3.1238161583444306,4.8122296982570045,4.9615387832694315,4.4924466117507285,6.048771488134062,6.944096689418111,5.589235123961169,5.00991548779988,4.353722863324659,4.5794402518795465,6.938426034272325,8.385895307218721,4.338266523358584,3.4507899744012662,4.696187929327489,6.735973409173818,4.801858995456444,5.91388478297812,6.922553890258667,4.7484512473982505,6.411289140923379,7.816994325456653
YOR351C,7.137757446631291,4.182178114118743,8.072368900378324,6.758799250194699,6.774655934476923,8.84185571434847,3.019280043280611,6.417032454780183,7.614486328536885,3.2658268343627945,4.990956585608419,5.066184800437343,5.1017981454955805,10.756551966251813,6.607468683097043,4.7225475898876255,5.4713186004476535,5.966834610792192,3.4615237899054208,5.0683156641988285,5.6700031897498455,5.419058956202196,6.6497549850546696,7.163700550161956,5.633183877293877,4.879335625109508,4.399514102948669,5.562103967485217,8.310964616156085,7.668139791373483,4.67273103811537,3.1356224685022607,5.71369064447553,6.025467934130008,4.0954554367265885,5.965293215763545,7.4694404134166525,3.865144040038471,6.468714377027447,7.8114162204879225
YPL026C,7.091918816712166,4.502127546662608,8.50738505726822,6.346350890144626,6.048225769325687,8.367541508439329,4.408191366207026,5.867938721468911,8.22075538487314,4.210988110111616,5.6228794222399525,5.399946047268667,4.237948818753873,10.461294346395613,7.715416314665475,5.080340595079539,4.785774502532108,6.1699557507713685,4.106582431340866,4.688787437365665,4.936380348828777,4.977099890374698,6.181424041488253,6.610677197887063,5.3841034408874835,4.413088746927143,4.301776884077373,4.708394331514133,7.34187793086646,8.117462696293178,4.463844924033215,3.4961195129860703,5.2578529237968565,6.450204212087519,4.562332076086991,5.912743315225884,7.109091096432513,4.125342675167804,6.315217450248053,7.579977818236214
YPL042C,6.539718083523684,3.496361347714944,8.363998922549778,6.670094848668088,6.4114874295608475,8.704648936563716,4.685954689888663,6.208424457896223,7.914699623847272,3.6831107393315903,4.727319168912022,4.612856930412962,4.7404565217226375,10.395504344379995,6.9370277124517274,4.213854486139689,4.991316614114,6.598357688329918,3.4529402859273826,4.627753395342115,4.768699879430164,3.9400528269668857,6.2904858280208655,6.711298254551675,5.66253328574998,4.897355420763695,4.173046529992591,3.5427458115607413,7.0650658810322415,8.256493547881979,3.0304094817162452,3.802776788362528,4.850166033867459,6.428619962335179,5.301737319427138,5.2074505529459145,6.7611148223433375,4.3491346510444435,6.459215976791623,7.487968065785313
YPL140C,6.499350309448043,4.3051705982550335,8.411440031063742,6.548483328236781,6.411556606270772,8.51817059669539,4.895153981216732,6.1950986499516425,8.129680379900504,3.7808869606875497,5.140861006529422,5.9166970657179165,4.391145194919034,10.833574275985923,7.061672601018491,5.776431944051549,4.94852083382814,6.1654134549618025,3.6275576226413695,4.235391795299817,4.5182030571298535,5.097091976810697,6.080326720309353,6.713715687961424,5.365250759403644,4.912678723482093,4.348266465713282,4.505375235179769,7.090793594726508,8.231216080442858,4.515171861983932,3.8279497998616336,5.0412629108331055,6.3960226388541885,5.044176184180484,5.199272298427947,6.75315082972786,4.6495502204794805,6.439615118451407,7.8155897631655025
YPL141C,6.214732338553084,4.313636987334744,8.218784288392044,6.630470683510947,6.2037730618034095,8.662493496299737,5.003739658311983,5.7739804103748025,8.393221557297162,4.3583843464125565,5.5671501363829625,5.7914772172700975,3.700935056828103,10.70469346653718,7.802137626145107,6.068136156297225,4.844842011128164,6.401812690297736,3.7062019630518885,4.710235282132016,4.802052053068909,5.048309018579381,6.18397739004322,7.012359401345785,5.469686247436775,4.149706310064636,4.503450581720873,4.4076700381743805,6.703018360052103,8.206759998299678,4.337723605989455,2.990075186030792,4.903154485023238,6.521047425949408,4.964410138473035,5.948822435346368,6.778283331496056,4.4240474225250495,6.6409492588474,8.110040105413526
YPL150W,6.523769926881754,4.1890401812960665,8.281297421586348,6.7233845850512814,5.446377743670921,8.64795230723604,5.00754942747087,5.644716294326347,8.271121923580091,4.013619569253004,5.060050527798127,5.170759459212449,4.260343166740372,11.149480531939062,7.450989622360747,5.0736815476886905,5.055054877875796,6.988964062702569,2.129362688886586,4.183102822768721,4.823577236073222,4.305590325145043,6.117583467228077,6.406616478259188,5.391834496105069,4.845945523407736,4.204207603460533,4.153735271515071,6.920371329873973,8.347920842103703,3.765459400708397,3.4960606842903688,4.92316156044315,6.596143410208173,5.054608969271535,5.54759907843706,6.8166340877139975,4.5975102624858915,6.730081961178146,7.652281630269925
YPL203W,6.714710959034562,3.7415326556293667,8.510137228790176,5.944685743289297,5.113662126451118,8.490641775440904,5.09380640532788,5.661703066941452,7.991567210336827,3.8111831294873966,5.883425643859036,6.148526937303963,4.732222499894906,10.171124879651464,7.830303332061537,4.853535177117774,4.905681578652618,7.123052177117282,2.6759220742315555,4.759762609571993,4.693348862683884,4.930678640252503,6.072204504374249,6.136817995714465,5.137627602069831,5.259569021452792,4.2454020182761125,4.2129831952396115,7.4875757260640015,8.552459788624773,4.3808321707592,3.6539520236703096,5.181815101824973,6.536957208509975,4.759167273258816,5.322494352783638,6.802437574662948,4.873537264228291,6.617041566964108,7.37011081193736
YPL236C,6.96705616866746,4.1792762804407575,8.713059438332797,6.270466523955228,6.088646975180707,8.425941504899923,4.334951934678837,6.005176749835483,8.193290445733364,3.6180176147941436,5.382117344773389,5.710075729964485,4.506339822952878,10.653520013590171,7.601634506175463,5.2887343032638165,4.797445382190821,6.095235040738308,4.110526625526898,5.087051100346338,4.953258008768418,4.517629580870707,6.161332518672436,7.060289814601092,5.49874630675859,4.49192739019197,4.346944394193647,4.367827930415862,7.158093031844852,8.343737984847952,3.8069864788410186,2.816600770991773,4.9654417714601795,6.285659922482295,4.424187263567512,6.323835555689138,6.84308837433225,4.409827075435433,6.176081915788026,7.84823071486564
YPR106W,6.614228068731352,5.100118979681437,8.657402159202018,7.056935114578764,6.911241425075658,8.671573692530577,4.341156627539061,6.085009366258796,8.147708739269238,2.7253564484925006,5.051645236510316,5.986357434091651,4.450615528758639,11.054293778800668,6.663627192077753,5.158011484982034,5.613632967984534,6.188469094944441,4.405824088194242,3.4511298542182214,4.2886810187556454,5.6495300265232995,6.0671896279674105,7.0987226096812535,5.5495801292220435,5.052785435513964,5.084457570899267,3.4645745726690507,6.8413766780171965,8.627459320829075,4.407324149751375,4.3688426608237165,5.3970483093283415,5.52013846181258,5.294262977048891,5.33305578115709,6.9267175563783,4.227001058113658,6.2718197537186935,7.651782721684184
YPR111W,7.427361274282348,4.6005724074176175,8.457730250869643,6.49541807660679,6.283755872687992,8.42009945363416,4.798120151111236,6.10904627615496,7.944563122140252,3.9565456770638834,4.791732626167391,5.71184394438067,4.299401263653603,10.578449604265645,7.725285882392336,4.863177342577214,5.237006756036073,6.308041837732753,3.911289790597024,5.088543977555175,5.024291545463607,5.1647952649293964,6.11239466765519,7.101580886156799,5.595053096470183,4.8921687283775706,4.188740555762801,4.6021203052866015,7.154162591539593,8.17129579250229,4.312255200642732,3.0783039834190413,4.665318442267824,6.154216934252193,4.553209130966174,6.214255588323391,6.911607889534785,4.314546037200272,6.439677948096992,7.949102644585668
